Row Labels,Any other combination of only UK identities,British only identity,Cornish and British only identity,Cornish only identity,Does not apply,English and British only identity,English only identity,Irish and at least one UK identity,Irish only identity,Northern Irish and British only identity,Northern Irish only identity,Other identity and at least one UK identity,Other identity only,Scottish and British only identity,Scottish only identity,Welsh and British only identity,Welsh only identity,TotalIde
E00073728,0,175,0,0,0,46,60,0,2,0,0,7,17,0,1,0,0,308
E00073729,0,176,0,0,0,46,37,0,0,0,0,1,16,0,0,0,4,280
E00073730,1,171,0,0,0,59,40,0,0,0,0,0,24,0,0,0,0,295
E00073731,0,162,0,0,0,37,56,1,0,0,0,3,18,0,0,2,3,282
E00073732,1,148,0,0,0,61,34,1,3,0,0,0,18,0,4,0,0,270
E00073733,1,156,0,0,0,46,38,0,0,0,1,2,14,0,0,1,0,259
E00073734,0,150,0,0,0,44,38,0,1,0,1,7,8,0,0,1,4,254
E00073735,0,171,0,0,0,51,50,0,1,0,1,6,23,0,0,2,1,306
E00073736,1,176,0,0,0,41,36,0,0,0,0,8,4,0,1,3,3,273
E00073737,0,166,0,0,0,72,61,0,0,0,0,4,10,0,0,0,1,314
E00073738,0,202,0,0,0,51,65,0,3,1,0,2,6,0,0,2,2,334
E00073739,1,172,0,0,0,89,92,0,0,0,0,0,6,0,1,0,4,365
E00073740,0,180,0,1,0,65,49,0,1,0,1,2,10,0,0,0,1,310
E00073741,1,148,0,0,0,55,54,0,2,0,0,0,9,0,1,0,1,271
E00073743,3,200,0,0,0,50,68,0,2,0,0,5,10,0,0,1,2,341
E00073744,0,205,0,0,0,70,46,0,0,0,0,2,41,0,3,0,3,370
E00073745,0,193,0,0,0,65,40,0,0,0,0,4,38,0,1,0,4,345
E00073746,0,131,0,0,0,31,22,0,4,0,0,11,57,0,2,1,1,260
E00073747,0,159,0,0,0,48,47,0,1,0,0,10,15,2,2,2,6,292
E00073748,0,309,0,0,0,98,63,0,2,0,0,9,120,0,0,0,6,607
E00073749,0,150,0,0,0,45,50,1,0,0,0,2,32,1,1,2,2,286
E00073750,3,167,0,0,0,50,27,0,0,0,0,5,33,2,1,2,5,295
E00073751,0,203,0,0,0,64,32,1,0,0,2,9,16,0,0,1,3,331
E00073752,1,317,0,0,0,70,63,0,6,0,1,25,65,3,1,0,4,556
E00073754,0,194,0,0,0,60,46,0,2,0,0,16,69,1,0,2,2,392
E00073755,0,176,0,0,0,47,20,0,1,0,1,3,43,0,1,1,0,293
E00073756,1,72,0,0,0,15,38,0,2,0,0,3,28,0,2,0,0,161
E00073757,1,139,0,0,0,52,46,1,2,0,0,6,21,1,1,4,2,276
E00073758,3,243,0,0,0,51,46,1,0,0,0,12,63,0,0,3,0,422
E00073759,2,222,0,0,0,54,42,0,0,0,2,9,39,0,4,0,1,375
E00073760,1,174,0,0,0,30,41,2,0,1,2,14,44,0,0,3,5,317
E00073761,0,216,0,0,0,49,65,0,0,0,0,12,58,0,0,0,0,400
E00073762,0,142,0,0,0,50,32,0,0,0,1,6,24,0,0,2,5,262
E00073763,1,163,0,0,0,49,39,0,0,0,0,7,60,0,1,1,1,322
E00073764,1,188,0,0,0,74,35,0,1,0,0,8,71,0,3,1,2,384
E00073765,1,165,0,0,0,44,45,3,1,0,0,11,16,0,0,2,2,290
E00073766,2,201,0,0,0,62,51,0,4,0,0,10,28,0,0,2,0,360
E00073767,6,219,0,0,0,63,50,0,0,0,0,6,49,1,1,4,2,401
E00073768,0,220,0,0,0,50,51,0,0,1,1,6,51,2,0,2,0,384
E00073769,0,142,0,0,0,80,45,0,1,0,0,0,21,0,1,1,0,291
E00073770,2,169,0,0,0,43,25,0,0,0,0,5,34,0,0,0,1,279
E00073771,1,177,0,0,0,39,69,0,0,0,0,9,28,0,0,1,0,324
E00073772,0,187,0,0,0,58,59,0,0,0,0,5,20,0,2,0,1,332
E00073773,0,151,0,0,0,56,57,0,0,0,0,7,40,0,0,0,0,311
E00073774,0,233,0,0,0,55,55,1,2,0,0,12,58,0,2,1,1,420
E00073775,1,273,0,0,0,54,35,0,0,0,0,12,45,0,0,1,1,422
E00073776,0,162,0,0,0,24,22,0,1,0,0,9,55,0,0,0,1,274
E00073777,0,137,0,0,0,26,56,0,0,0,0,5,38,0,3,0,2,267
E00073778,3,166,0,0,0,69,58,0,1,0,0,3,26,0,0,1,2,329
E00073779,1,149,0,0,0,26,44,0,1,0,0,13,12,3,3,4,5,261
E00073780,2,103,0,0,0,31,42,0,0,0,0,5,28,0,1,0,1,213
E00073781,1,188,1,0,0,49,59,0,3,0,0,9,20,0,0,2,2,334
E00073782,0,232,0,0,0,52,89,0,1,0,0,7,30,0,1,0,0,412
E00073783,0,214,0,0,0,66,65,0,0,0,1,3,12,1,0,0,3,365
E00073784,0,300,0,0,0,98,100,0,5,0,4,12,33,0,0,0,0,552
E00073785,0,220,0,0,0,69,82,0,0,0,0,2,4,0,0,1,0,378
E00073786,0,264,0,0,0,81,57,0,1,0,0,5,45,0,1,1,3,458
E00073787,0,220,0,0,0,73,61,0,1,0,0,3,25,0,0,0,0,383
E00073788,0,177,0,0,0,66,69,0,1,0,1,7,12,3,0,0,2,338
E00073789,0,173,0,0,0,58,76,0,0,1,0,5,13,0,2,0,3,331
E00073790,0,238,0,1,0,81,94,0,0,0,0,5,13,0,0,0,0,432
E00073791,0,127,0,0,0,51,45,0,0,0,0,3,17,0,1,2,7,253
E00073792,1,210,0,0,0,92,64,0,0,0,0,3,43,0,0,1,6,420
E00073793,1,183,0,0,0,69,64,0,2,0,0,7,31,0,0,1,0,358
E00073794,1,161,0,0,0,60,57,4,1,0,1,13,41,0,0,1,1,341
E00073795,1,198,0,0,0,74,55,0,0,0,1,6,14,0,1,0,0,350
E00073796,0,135,0,0,0,63,60,0,6,0,0,1,2,0,0,2,0,269
E00073797,2,145,0,0,0,47,53,0,1,0,0,3,22,0,1,0,0,274
E00073798,0,166,0,0,0,63,67,0,5,0,0,2,14,1,2,2,4,326
E00073799,1,214,0,0,0,78,56,1,0,0,1,2,25,0,0,0,2,380
E00073800,1,136,0,0,0,46,50,0,0,0,0,5,15,0,2,0,0,255
E00073801,0,143,0,0,0,50,75,0,1,0,0,3,12,0,0,1,1,286
E00073802,0,149,0,0,0,61,69,0,2,0,0,9,30,0,0,0,0,320
E00073803,0,199,0,0,0,58,52,0,0,0,1,4,16,0,0,1,4,335
E00073804,0,116,0,1,0,62,55,0,1,0,0,0,8,0,1,0,2,246
E00073805,0,171,0,0,0,59,64,0,0,0,1,5,5,0,1,0,1,307
E00073806,0,127,0,0,0,57,68,0,1,1,1,1,4,0,1,0,0,261
E00073807,0,136,0,0,0,69,74,0,0,0,0,2,24,0,0,0,0,305
E00073808,0,123,0,0,0,55,77,0,1,0,0,1,4,2,1,1,0,265
E00073809,0,179,0,0,0,53,71,0,3,0,0,1,4,0,0,2,0,313
E00073810,0,151,0,0,0,57,66,0,0,0,0,0,4,0,1,3,8,290
E00073811,0,201,0,0,0,57,45,2,0,1,0,5,28,0,4,1,0,344
E00073812,0,161,0,0,0,71,47,0,1,0,0,4,12,0,1,1,2,300
E00073813,1,154,0,0,0,57,62,0,1,0,0,4,23,1,0,0,1,304
E00073814,1,200,0,0,0,65,73,0,4,0,1,7,14,0,0,2,3,370
E00073815,2,201,0,0,0,91,84,0,0,0,0,9,34,0,0,0,0,421
E00073816,1,156,0,0,0,43,62,0,0,0,0,4,8,0,0,0,1,275
E00073817,0,210,0,0,0,83,50,0,0,0,0,3,30,1,0,0,3,380
E00073818,3,202,0,0,0,49,37,2,5,0,0,9,20,0,4,3,5,339
E00073819,0,164,0,0,0,45,29,1,1,2,1,5,19,2,1,4,6,280
E00073820,4,170,0,0,0,41,18,2,1,0,0,5,22,0,4,0,6,273
E00073821,2,121,0,1,0,33,26,2,0,0,0,9,33,3,2,2,2,236
E00073822,0,279,0,0,0,54,27,5,4,0,2,24,29,1,2,4,3,434
E00073823,1,150,0,0,0,41,28,1,0,0,0,4,13,2,1,3,5,249
E00073824,1,205,0,0,0,53,33,0,5,0,0,5,19,0,2,2,4,329
E00073825,0,253,0,0,0,49,24,1,7,0,0,11,18,1,3,0,2,369
E00073826,1,193,0,0,0,42,40,1,1,0,2,11,25,1,3,5,8,333
E00073827,2,246,0,1,0,55,25,0,8,4,0,13,23,1,1,5,7,391
E00073828,4,123,0,0,0,55,35,3,2,0,0,16,21,1,3,2,11,276
E00073829,2,165,0,0,0,31,24,1,2,0,1,4,17,2,3,4,5,261
E00073830,2,216,0,0,0,54,23,0,1,2,2,18,22,2,1,1,7,351
E00073831,1,218,0,0,0,31,18,0,1,0,1,6,20,1,0,3,3,303
E00073832,2,191,0,0,0,21,16,1,0,0,0,10,20,0,5,2,4,272
E00073833,1,232,0,1,0,53,26,1,3,3,1,10,8,2,3,2,5,351
E00073834,0,177,0,0,0,33,33,1,4,1,2,6,18,4,0,2,5,286
E00073835,1,193,0,1,0,52,42,0,1,1,1,19,13,0,0,0,1,325
E00073836,2,128,0,0,0,28,13,0,1,0,0,2,18,3,1,1,5,202
E00073837,1,174,0,0,0,44,48,0,0,0,3,17,17,0,0,0,6,310
E00073838,0,228,1,0,0,49,33,0,2,1,1,5,12,3,5,1,1,342
E00073839,0,211,0,0,0,57,39,0,4,0,0,7,15,4,1,1,6,345
E00073840,0,227,0,0,0,60,22,3,2,2,0,14,11,2,1,1,4,349
E00073841,1,171,0,0,0,62,40,2,2,0,1,12,11,1,8,5,6,322
E00073842,1,220,0,1,0,44,41,1,1,0,0,8,19,2,1,4,6,349
E00073843,2,206,0,0,0,51,48,1,8,1,2,9,19,0,5,0,3,355
E00073844,2,232,0,1,0,52,17,1,0,1,0,15,15,4,0,2,3,345
E00073845,4,212,0,1,0,44,39,2,1,0,1,12,15,2,1,1,3,338
E00073846,4,178,0,1,0,49,32,0,0,0,0,3,9,1,2,3,5,287
E00073847,0,193,0,0,0,52,37,0,3,0,0,5,19,1,4,1,3,318
E00073848,2,202,0,0,0,48,34,2,1,2,1,6,23,0,0,3,8,332
E00073849,2,235,0,1,0,52,27,0,2,0,3,16,20,2,5,3,2,370
E00073850,2,185,0,0,0,56,25,0,8,1,3,7,10,1,0,5,8,311
E00073851,2,168,0,0,0,27,29,0,1,0,0,15,23,3,1,1,3,273
E00073852,0,190,0,0,0,47,35,0,1,0,0,6,35,0,0,0,7,321
E00073853,1,200,0,1,0,42,45,0,5,0,2,11,24,0,1,3,2,337
E00073854,3,198,0,1,0,32,32,0,1,0,0,8,31,1,1,0,6,314
E00073855,2,117,0,0,0,33,39,0,1,0,0,20,32,1,0,1,2,248
E00073856,0,191,0,0,0,56,30,0,5,0,0,11,35,0,2,0,0,330
E00073857,1,243,0,2,0,53,46,0,1,0,0,2,44,0,2,1,10,405
E00073858,0,171,0,0,0,61,45,1,1,0,0,8,29,0,1,0,0,317
E00073859,1,331,0,1,0,67,47,3,0,0,2,12,109,2,2,3,5,585
E00073860,0,104,0,0,0,24,23,0,0,0,0,7,20,0,1,0,0,179
E00073861,0,209,0,0,0,49,31,1,0,0,1,11,70,1,0,0,5,378
E00073862,3,294,0,0,0,83,80,0,0,0,0,12,71,0,0,1,6,550
E00073864,1,299,0,0,0,65,70,1,3,0,0,8,71,0,0,3,6,527
E00073865,0,196,0,1,0,54,71,0,2,0,0,9,4,0,0,1,2,340
E00073866,1,199,0,0,0,50,45,0,1,0,0,6,27,1,0,0,0,330
E00073867,4,171,0,0,0,39,48,0,0,0,0,13,26,1,4,2,0,308
E00073868,1,153,0,0,0,52,43,2,1,1,1,17,15,0,4,2,4,296
E00073869,1,203,0,0,0,23,61,1,3,0,1,4,23,0,0,1,3,324
E00073870,0,237,0,1,0,54,33,3,0,0,0,9,37,0,0,0,5,379
E00073871,2,185,0,1,0,44,30,0,2,0,0,11,45,0,0,0,1,321
E00073872,0,219,0,0,0,46,55,1,1,0,0,13,39,0,0,2,0,376
E00073873,0,266,0,0,0,23,49,0,0,0,1,4,40,1,1,5,2,392
E00073874,0,241,0,0,0,57,44,0,1,0,0,9,44,0,0,0,2,398
E00073875,3,268,0,0,0,46,26,0,2,0,0,8,38,1,1,2,6,401
E00073876,1,204,0,0,0,47,51,0,1,0,1,23,44,0,0,0,2,374
E00073877,1,227,0,0,0,19,29,0,0,1,0,13,81,0,1,2,0,374
E00073878,0,132,0,0,0,54,45,0,0,0,0,11,47,0,0,2,6,297
E00073879,0,251,0,0,0,38,51,0,1,0,0,11,51,0,0,4,5,412
E00073880,0,247,0,0,0,32,35,0,2,0,0,11,54,0,0,1,5,387
E00073881,4,227,0,0,0,39,36,0,1,0,1,21,73,0,0,2,3,407
E00073882,2,212,0,0,0,20,29,1,0,0,1,16,55,0,1,1,3,341
E00073883,0,236,0,0,0,44,41,1,0,0,0,21,39,0,0,0,1,383
E00073884,5,167,0,0,0,33,30,0,5,0,0,5,42,0,1,4,4,296
E00073885,1,171,0,0,0,68,50,0,0,1,1,8,24,0,0,2,0,326
E00073886,3,179,0,0,0,34,42,1,1,0,0,13,61,1,0,3,5,343
E00073887,1,260,0,0,0,35,29,0,0,0,0,7,99,0,1,0,3,435
E00073888,0,249,0,2,0,38,40,0,1,0,0,3,54,0,0,0,0,387
E00073889,0,157,0,1,0,45,42,1,0,0,0,8,49,0,2,0,6,311
E00073890,0,189,0,0,0,52,52,1,0,1,0,6,41,1,1,3,2,349
E00073891,0,189,0,0,0,34,49,0,0,0,0,23,87,0,0,1,1,384
E00073892,1,166,0,1,0,44,41,1,6,0,1,19,28,2,0,3,5,318
E00073893,4,217,0,0,0,62,31,3,11,0,0,16,25,4,1,5,5,384
E00073894,3,212,0,0,0,60,47,1,7,0,1,13,21,1,2,11,13,392
E00073895,0,176,0,0,0,34,33,0,0,0,1,18,35,0,0,0,3,300
E00073896,0,194,0,1,0,59,43,0,0,0,0,13,32,0,0,2,4,348
E00073897,0,148,0,2,0,58,34,0,5,0,0,12,54,0,3,3,10,329
E00073898,2,234,0,0,0,46,42,1,3,0,0,11,51,0,1,0,4,395
E00073899,4,223,0,0,0,37,45,2,0,0,2,19,40,0,3,2,4,381
E00073900,2,245,0,0,0,33,34,0,0,0,0,7,31,0,2,2,4,360
E00073901,3,215,0,2,0,55,37,1,5,1,4,15,51,1,2,1,10,403
E00073902,2,178,0,0,0,63,28,0,1,0,0,6,27,0,1,3,9,318
E00073904,3,202,1,0,0,70,43,1,5,2,2,12,59,1,1,2,10,414
E00073905,3,354,0,0,0,66,34,0,3,0,1,15,86,1,4,3,14,584
E00073906,2,187,0,0,0,53,48,0,2,3,0,6,27,0,4,9,4,345
E00073907,2,230,1,0,0,56,29,2,3,0,1,10,21,0,0,1,5,361
E00073908,2,173,0,0,0,45,13,4,2,0,1,15,52,0,2,2,5,316
E00073909,1,147,0,0,0,63,27,1,1,0,0,7,42,0,1,1,2,293
E00073910,0,146,0,0,0,49,29,1,2,0,0,10,31,3,1,0,0,272
E00073911,1,186,0,0,0,46,27,0,3,0,1,8,33,0,2,3,2,312
E00073912,2,218,0,0,0,40,36,3,1,0,0,16,72,1,5,4,9,407
E00073913,0,192,0,0,0,37,45,0,0,0,2,12,59,0,0,4,4,355
E00073914,3,218,0,0,0,74,40,1,0,0,3,5,14,0,0,3,9,370
E00073915,2,272,0,3,0,79,63,1,1,2,1,15,46,1,3,2,13,504
E00073916,1,197,0,0,0,61,50,0,0,0,0,7,10,2,2,1,2,333
E00073917,0,249,0,0,0,36,27,5,3,0,0,11,31,2,1,0,3,368
E00073918,2,202,0,4,0,28,59,1,0,0,1,2,29,1,3,3,4,339
E00073919,1,214,0,0,0,53,62,1,1,0,0,9,59,1,1,0,4,406
E00073921,0,146,0,3,0,24,34,0,1,0,0,11,33,0,0,1,3,256
E00073922,2,179,0,0,0,32,55,0,1,0,4,7,45,1,1,3,4,334
E00073923,1,222,0,0,0,33,48,1,0,0,0,8,43,2,1,2,1,362
E00073925,3,190,0,0,0,52,39,1,1,1,0,9,72,2,5,4,10,389
E00073926,4,214,0,0,0,55,41,0,0,0,1,19,70,1,4,5,3,417
E00073927,0,179,0,1,0,74,46,2,0,0,0,10,34,0,0,0,4,350
E00073928,1,203,0,1,0,52,27,0,2,1,1,5,51,4,2,5,23,378
E00073929,3,161,0,0,0,37,46,1,0,0,1,9,22,0,0,1,2,283
E00073930,0,190,0,0,0,42,38,0,1,0,0,7,23,0,3,0,2,306
E00073931,0,173,0,0,0,25,47,1,1,0,2,4,27,2,2,0,6,290
E00073932,0,193,0,0,0,56,47,0,1,0,0,6,9,0,1,2,4,319
E00073933,0,146,0,0,0,31,37,1,3,0,0,11,12,0,3,0,1,245
E00073934,1,154,0,0,0,35,46,0,2,0,0,4,23,0,0,3,1,269
E00073935,1,200,0,0,0,66,34,0,0,0,0,8,22,0,3,0,2,336
E00073936,0,171,0,0,0,48,29,0,0,0,0,5,16,0,3,4,0,276
E00073937,0,210,0,0,0,43,47,1,1,0,2,4,41,0,0,2,1,352
E00073938,0,152,0,0,0,63,40,0,1,0,0,0,23,0,1,1,0,281
E00073939,1,202,0,0,0,66,39,0,0,0,0,11,61,1,0,6,2,389
E00073940,1,114,0,0,0,48,27,0,4,0,0,6,27,0,0,3,1,231
E00073941,1,165,0,0,0,68,69,0,0,1,0,5,49,0,0,0,2,360
E00073942,0,190,0,0,0,50,47,0,0,0,0,10,42,0,1,0,2,342
E00073943,2,188,0,0,0,49,52,0,0,0,0,8,55,3,0,0,5,362
E00073944,2,176,0,0,0,42,13,0,1,0,0,6,52,0,0,0,2,294
E00073945,0,164,0,0,0,49,37,0,0,0,0,16,70,0,3,0,3,342
E00073946,0,209,1,0,0,51,52,0,0,0,0,9,50,0,0,0,3,375
E00073947,0,158,0,0,0,56,44,1,0,0,0,8,38,0,1,0,2,308
E00073948,1,150,0,0,0,60,31,0,1,1,0,5,44,0,0,0,0,293
E00073949,1,110,0,0,0,31,57,0,1,0,2,1,36,1,1,1,1,243
E00073950,0,163,0,0,0,70,55,0,0,0,0,3,50,0,1,0,1,343
E00073951,1,154,0,0,0,54,30,2,2,0,1,3,27,1,0,1,1,277
E00073952,0,134,0,0,0,43,27,0,2,0,0,1,25,2,0,1,5,240
E00073953,0,125,0,0,0,50,54,0,2,0,2,2,22,0,1,0,1,259
E00073954,2,122,0,0,0,57,57,1,0,0,0,1,32,0,0,2,2,276
E00073955,2,231,0,0,0,44,44,0,1,0,2,6,15,1,3,4,7,360
E00073956,5,181,0,0,0,48,40,0,0,0,3,7,21,2,0,3,6,316
E00073957,0,170,0,0,0,34,51,0,4,0,0,10,18,0,1,2,1,291
E00073958,1,197,0,0,0,61,35,0,0,0,0,2,12,0,1,4,7,320
E00073959,0,233,0,0,0,48,52,0,0,0,1,7,31,1,0,1,3,377
E00073960,0,180,1,0,0,34,48,3,1,0,0,3,24,0,0,2,2,298
E00073961,0,208,0,1,0,59,39,0,2,0,3,18,20,0,0,1,1,352
E00073962,1,173,0,0,0,49,38,3,0,0,0,11,27,3,0,6,5,316
E00073963,1,212,0,0,0,59,65,1,2,0,4,3,27,0,0,1,4,379
E00073964,0,219,0,0,0,72,69,0,0,0,0,5,20,1,0,0,2,388
E00073965,2,168,0,0,0,57,59,2,0,0,0,5,32,0,1,0,0,326
E00073966,0,200,0,0,0,36,44,1,5,0,0,3,11,0,1,0,0,301
E00073967,1,213,0,0,0,45,20,0,5,0,1,5,20,1,2,1,6,320
E00073968,1,213,0,1,0,44,35,1,1,0,0,12,24,0,2,1,5,340
E00073969,4,183,0,0,0,26,28,2,2,0,2,10,46,1,2,0,7,313
E00073970,0,202,1,0,0,57,41,0,5,0,1,6,21,0,0,0,0,334
E00073971,1,218,0,0,0,46,32,2,2,0,0,11,37,1,3,0,3,356
E00073972,3,205,0,0,0,40,29,0,3,0,0,14,48,3,2,0,4,351
E00073973,1,221,0,0,0,47,36,1,2,0,0,20,55,0,1,3,5,392
E00073974,0,252,0,0,0,80,69,1,2,0,0,11,25,1,2,2,7,452
E00073975,0,187,0,2,0,64,29,1,0,0,0,8,16,0,0,2,5,314
E00073976,1,181,0,0,0,33,49,0,0,0,0,11,16,1,2,4,5,303
E00073977,3,244,0,0,0,49,59,3,2,0,1,9,24,0,4,1,9,408
E00073978,1,212,0,0,0,55,35,0,0,0,0,11,15,0,0,5,2,336
E00073979,1,202,0,0,0,34,21,5,3,0,2,14,17,0,0,2,2,303
E00073980,0,185,0,0,0,54,42,0,6,0,0,8,32,0,0,0,3,330
E00073981,1,175,0,0,0,59,52,0,1,0,0,4,22,0,0,0,1,315
E00073982,1,173,0,0,0,29,48,0,0,1,0,2,34,0,0,0,4,292
E00073983,0,209,0,0,0,52,73,0,4,1,1,9,14,0,0,1,7,371
E00073984,3,244,0,0,0,52,46,3,1,0,0,8,27,0,2,6,4,396
E00073985,0,186,0,0,0,46,55,0,1,0,1,2,22,0,2,0,1,316
E00073986,3,177,0,0,0,61,37,0,1,0,0,3,23,3,1,2,7,318
E00073987,0,190,0,0,0,60,47,0,1,1,0,7,47,0,0,0,1,354
E00073988,0,186,0,0,0,52,64,0,0,0,0,15,11,0,0,0,0,328
E00073989,0,236,0,0,0,60,80,0,0,0,0,4,17,0,1,1,0,399
E00073990,1,206,0,0,0,73,55,0,1,0,0,6,19,0,4,0,3,368
E00073991,0,212,0,0,0,75,69,0,3,0,0,9,38,1,2,0,9,418
E00073992,0,148,0,0,0,61,87,0,1,0,0,8,32,0,0,3,0,340
E00073993,0,220,0,0,0,65,35,0,0,0,0,6,38,1,0,1,0,366
E00073994,1,227,0,0,0,62,34,0,4,0,0,6,15,0,0,2,0,351
E00073995,0,170,0,0,0,51,71,1,4,0,1,7,28,0,0,0,2,335
E00073996,1,176,0,0,0,60,50,2,1,0,0,4,37,0,0,2,2,335
E00073997,1,116,0,0,0,46,41,3,3,0,0,2,13,0,0,0,1,226
E00073998,0,220,0,0,0,91,52,0,0,0,0,4,46,0,0,0,1,414
E00073999,0,234,0,0,0,62,58,0,0,1,0,3,30,0,0,0,2,390
E00074000,0,193,0,0,0,34,33,1,0,1,1,19,58,1,0,3,2,346
E00074001,0,206,0,0,0,28,17,0,4,0,0,12,66,1,0,2,1,337
E00074002,2,121,0,0,0,45,31,2,0,0,0,9,85,1,2,0,2,300
E00074003,4,267,0,0,0,54,56,0,1,0,0,15,111,1,1,0,5,515
E00074006,3,266,0,0,0,39,31,1,2,0,0,6,83,0,1,2,3,437
E00074007,0,79,0,2,0,29,14,0,0,0,0,12,94,2,2,4,2,240
E00074008,0,90,0,0,0,18,35,0,2,0,0,14,47,0,2,0,0,208
E00074009,2,224,0,0,0,27,35,0,2,3,0,18,88,0,3,2,1,405
E00074010,0,307,0,0,0,32,43,0,4,0,0,24,93,0,2,0,0,505
E00074011,2,157,0,0,0,19,22,0,3,0,1,12,73,0,2,1,3,295
E00074012,0,148,0,0,0,18,20,0,1,0,0,9,59,0,1,0,4,260
E00074013,0,229,0,0,0,22,19,1,3,0,0,10,77,0,2,1,7,371
E00074014,1,223,0,2,0,39,18,2,3,0,0,17,76,0,0,1,6,388
E00074016,0,271,0,0,0,33,26,1,0,1,1,7,88,3,0,3,0,434
E00074018,8,324,1,0,0,31,15,1,2,0,1,24,109,3,0,3,8,530
E00074019,0,279,0,0,0,18,8,0,0,0,0,15,97,3,0,0,0,420
E00074020,0,238,1,0,0,48,27,1,2,0,3,18,106,1,0,6,4,455
